ordernumber,quantityordered,priceeach,orderlinenumber,orderdate,sales,status,productline,msrp,productcode,customername,phone,address,city,state,postalcode,country,territory,contactname,dealsize
10384,34,100,4,23-Feb-05,4846.7,Shipped,Classic Cars,136,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Medium
10395,32,100,2,17-Mar-05,3370.56,Shipped,Classic Cars,136,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,Not Applicable,75508,France,EMEA,Daniel Da Cunha,Medium
10400,64,100,9,1-Apr-05,9661.44,Shipped,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Sue Frick,Large
10414,19,100,3,6-May-05,2764.88,On Hold,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA,Juri Yoshido,Small
10103,42,100,4,29-Jan-03,5398.26,Shipped,Classic Cars,147,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Not Applicable,4110,Norway,EMEA,Jonas Bergulfsen,Medium
10114,31,100,8,1-Apr-03,4305.28,Shipped,Classic Cars,147,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,Not Applicable,75012,France,EMEA,Marie Bertrand,Medium
10126,22,100,4,28-May-03,3347.74,Shipped,Classic Cars,147,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Not Applicable,28023,Spain,EMEA,Mart¡n Sommer,Medium
10140,26,100,4,24-Jul-03,3188.12,Shipped,Classic Cars,147,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Juri Hirano,Medium
10150,20,100,1,19-Sep-03,3191.2,Shipped,Classic Cars,147,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10164,21,100,2,21-Oct-03,3536.82,Resolved,Classic Cars,147,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,Not Applicable,8010,Austria,EMEA,Roland Mendel,Medium
10175,33,100,9,6-Nov-03,5362.83,Shipped,Classic Cars,147,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,Not Applicable,WX3 6FW,UK,EMEA,Ann Brown,Medium
10183,28,100,1,13-Nov-03,3433.36,Shipped,Classic Cars,147,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,NA,Francisca Cervantes,Medium
10194,26,100,4,25-Nov-03,4263.74,Shipped,Classic Cars,147,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,Not Applicable,69004,France,EMEA,Mary Saveley,Medium
10207,31,100,15,9-Dec-03,4076.19,Shipped,Classic Cars,147,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,NA,Valarie Franco,Medium
10217,48,100,4,4-Feb-04,7020.48,Shipped,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Not Applicable,69045,Singapore,APAC,Wendy Victorino,Large
10229,50,100,9,11-Mar-04,6426.5,Shipped,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10245,28,100,2,4-May-04,4591.72,Shipped,Classic Cars,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Leslie Murphy,Medium
10259,26,100,12,15-Jun-04,4033.38,Shipped,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Not Applicable,69045,Singapore,APAC,Wendy Victorino,Medium
10270,32,100,2,19-Jul-04,4302.08,Shipped,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Adrian Huxley,Medium
10281,44,100,9,19-Aug-04,7020.64,Shipped,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Kyung Yu,Large
10291,30,100,4,8-Sep-04,3855.9,Shipped,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Not Applicable,S-844 67,Sweden,EMEA,Maria Larsson,Medium
10305,38,100,13,13-Oct-04,6680.78,Shipped,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Marta Hernandez,Medium
10313,40,100,7,22-Oct-04,6678,Shipped,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Yoshi Tannamuri,Medium
10322,46,61.99,8,4-Nov-04,2851.54,Shipped,Classic Cars,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Valarie Young,Small
10334,26,100,2,19-Nov-04,3188.12,On Hold,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Not Applicable,S-958 22,Sweden,EMEA,Christina Berglund,Medium
10347,27,100,2,29-Nov-04,4428,Shipped,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Medium
10357,43,100,9,10-Dec-04,5780.92,Shipped,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10370,35,65.63,4,20-Jan-05,2297.05,Shipped,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Small
10381,37,100,6,17-Feb-05,6231.54,Shipped,Classic Cars,147,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Medium
10391,37,46.9,7,9-Mar-05,1735.3,Shipped,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Small
10411,27,100,2,1-May-05,4427.73,Shipped,Classic Cars,147,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA,Jean Fresnisre,Medium
10425,38,100,12,31-May-05,5894.94,In Process,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,Not Applicable,44000,France,EMEA,Janine Labrune,Medium
10108,33,100,6,3-Mar-03,5265.15,Shipped,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Not Applicable,1227 MM,Philippines,Japan,Arnold Cruz,Medium
10122,42,100,10,8-May-03,7599.9,Shipped,Classic Cars,194,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,Not Applicable,13008,France,EMEA,Laurence Lebihan,Large
10135,42,100,7,2-Jul-03,8008.56,Shipped,Classic Cars,194,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Large
10147,48,100,7,5-Sep-03,9245.76,Shipped,Classic Cars,194,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Allen Nelson,Large
10159,41,100,2,10-Oct-03,8296.35,Shipped,Classic Cars,194,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Large
10169,30,100,2,4-Nov-03,5019.9,Shipped,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Medium
10181,27,100,14,12-Nov-03,5411.07,Shipped,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Not Applicable,N 5804,Norway,EMEA,Veysel Oeztan,Medium
10191,21,100,3,20-Nov-03,3840.9,Shipped,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Medium
10203,20,100,8,2-Dec-03,3930.4,Shipped,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10211,41,100,2,15-Jan-04,7498.9,Shipped,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Large
10225,27,100,9,22-Feb-04,4517.91,Shipped,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Medium
10238,28,100,3,9-Apr-04,5774.72,Shipped,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Not Applicable,1734,Denmark,EMEA,Jytte Petersen,Medium
10253,24,100,13,1-Jun-04,3922.56,Cancelled,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,Not Applicable,WX1 6LT,UK,EMEA,Elizabeth Devon,Medium
10266,44,100,14,6-Jul-04,9160.36,Shipped,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Large
10276,50,100,3,2-Aug-04,9631,Shipped,Classic Cars,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Miguel Barajas,Large
10287,21,100,12,30-Aug-04,3432.24,Shipped,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Medium
10300,33,100,5,4-Oct-03,5521.89,Shipped,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Not Applicable,60528,Germany,EMEA,Roland Keitel,Medium
10310,33,100,10,16-Oct-04,6934.62,Shipped,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Medium
10320,31,100,3,3-Nov-04,6876.11,Shipped,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Not Applicable,S-958 22,Sweden,EMEA,Christina Berglund,Medium
10329,41,71.47,5,15-Nov-04,2930.27,Shipped,Classic Cars,194,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Kwai Yu,Small
10341,45,79.65,2,24-Nov-04,3584.25,Shipped,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Medium
10363,33,85.39,3,6-Jan-05,2817.87,Shipped,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Small
10375,45,76,7,3-Feb-05,3420,Shipped,Classic Cars,194,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,Not Applicable,44000,France,EMEA,Janine Labrune,Medium
10389,26,99.04,4,3-Mar-05,2575.04,Shipped,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Not Applicable,S-844 67,Sweden,EMEA,Maria Larsson,Small
10419,12,100,13,17-May-05,1961.28,Shipped,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Small
10105,41,100,15,11-Feb-03,8690.36,Shipped,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Not Applicable,1734,Denmark,EMEA,Jytte Petersen,Large
10117,33,100,9,16-Apr-03,6034.38,Shipped,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10127,46,100,2,3-Jun-03,11279.2,Shipped,Classic Cars,207,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Large
10142,33,100,12,8-Aug-03,8023.29,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Large
10153,20,100,11,28-Sep-03,4904,Shipped,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10165,44,100,3,22-Oct-03,8594.52,Shipped,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Large
10176,33,100,2,6-Nov-03,7474.5,Shipped,Classic Cars,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Large
10185,21,100,13,14-Nov-03,3883.74,Shipped,Classic Cars,207,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Wing C Tam,Medium
10196,47,100,5,26-Nov-03,8887.7,Shipped,Classic Cars,207,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Leslie Murphy,Large
10208,46,100,13,2-Jan-04,8602.92,Shipped,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,Not Applicable,69004,France,EMEA,Mary Saveley,Large
10220,32,100,2,12-Feb-04,7181.44,Shipped,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Not Applicable,2,Ireland,EMEA,Dean Cassidy,Large
10231,42,100,2,19-Mar-04,8378.58,Shipped,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,Not Applicable,28023,Spain,EMEA,Jesus Fernandez,Large
10247,44,100,2,5-May-04,10606.2,Shipped,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Large
10272,35,100,2,20-Jul-04,5818.4,Shipped,Classic Cars,207,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Kyung Yu,Medium
10282,41,100,5,20-Aug-04,7071.27,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Large
10293,46,100,8,9-Sep-04,8411.56,Shipped,Classic Cars,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,Not Applicable,10100,Italy,EMEA,Paolo Accorti,Large
10306,31,100,13,14-Oct-04,6570.76,Shipped,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,Not Applicable,EC2 5NT,UK,EMEA,Victoria Ashworth,Medium
10314,38,100,5,22-Oct-04,7975.44,Shipped,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Not Applicable,8200,Denmark,EMEA,Palle Ibsen,Large
10325,42,64,8,5-Nov-04,2688,Shipped,Classic Cars,207,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Not Applicable,4110,Norway,EMEA,Jonas Bergulfsen,Small
10336,33,57.22,10,20-Nov-04,1888.26,Shipped,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,Not Applicable,75012,France,EMEA,Marie Bertrand,Small
10348,48,52.36,8,1-Nov-04,2513.28,Shipped,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Not Applicable,28023,Spain,EMEA,Mart¡n Sommer,Small
10359,42,100,8,15-Dec-04,4764.48,Shipped,Classic Cars,207,S12_1108,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Medium
10371,32,100,6,23-Jan-05,3560.64,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10382,34,100,10,17-Feb-05,3823.64,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10395,33,69.12,1,17-Mar-05,2280.96,Shipped,Classic Cars,207,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,Not Applicable,75508,France,EMEA,Daniel Da Cunha,Small
10413,36,100,2,5-May-05,8677.8,Shipped,Classic Cars,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA,Julie King,Large
10103,27,100,8,29-Jan-03,3394.98,Shipped,Trucks and Buses,136,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Not Applicable,4110,Norway,EMEA,Jonas Bergulfsen,Medium
10113,21,100,2,26-Mar-03,3415.44,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10126,21,100,8,28-May-03,2439.57,Shipped,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Not Applicable,28023,Spain,EMEA,Mart¡n Sommer,Small
10140,38,100,8,24-Jul-03,4829.8,Shipped,Trucks and Buses,136,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Juri Hirano,Medium
10150,30,100,5,19-Sep-03,4100.1,Shipped,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10164,49,100,6,21-Oct-03,6563.06,Resolved,Trucks and Buses,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,Not Applicable,8010,Austria,EMEA,Roland Mendel,Medium
10174,43,100,1,6-Nov-03,6817.22,Shipped,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,APAC,Tony Calaghan,Medium
10183,41,100,5,13-Nov-03,6163.94,Shipped,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,NA,Francisca Cervantes,Medium
10194,38,100,8,25-Nov-03,4933.92,Shipped,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,Not Applicable,69004,France,EMEA,Mary Saveley,Medium
10206,28,100,3,5-Dec-03,4056.36,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Yoshi Tannamuri,Medium
10216,43,100,1,2-Feb-04,5759.42,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,Not Applicable,78000,France,EMEA,Daniel Tonini,Medium
10229,25,100,13,11-Mar-04,3451,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10245,38,100,6,4-May-04,5920.4,Shipped,Trucks and Buses,136,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Leslie Murphy,Medium
10258,41,100,3,15-Jun-04,6668.24,Shipped,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko Shimamura,Medium
10270,28,100,6,19-Jul-04,4094.72,Shipped,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Adrian Huxley,Medium
10281,25,100,13,19-Aug-04,2938.5,Shipped,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Kyung Yu,Small
10291,41,100,8,8-Sep-04,6387.8,Shipped,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Not Applicable,S-844 67,Sweden,EMEA,Maria Larsson,Medium
10304,39,100,3,11-Oct-04,6396,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,Not Applicable,78000,France,EMEA,Daniel Tonini,Medium
10313,21,100,11,22-Oct-04,2669.1,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Yoshi Tannamuri,Small
10322,27,100,9,4-Nov-04,4784.13,Shipped,Trucks and Buses,136,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Valarie Young,Medium
10333,33,99.21,6,18-Nov-04,3273.93,Shipped,Trucks and Buses,136,S12_1666,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,N/A,USA,NA,Julie Murphy,Medium
10347,29,100,3,29-Nov-04,3586.43,Shipped,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Medium
10357,49,100,8,10-Dec-04,5960.36,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10370,49,100,8,20-Jan-05,8470.14,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Large
10381,20,100,1,17-Feb-05,2952,Shipped,Trucks and Buses,136,S12_1666,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Small
10391,39,63.2,9,9-Mar-05,2464.8,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Small
10411,40,100,6,1-May-05,6232,Shipped,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA,Jean Fresnisre,Medium
10424,49,100,3,31-May-05,7969.36,In Process,Trucks and Buses,136,S12_1666,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Large
10107,21,100,1,24-Feb-03,3036.6,Shipped,Motorcycles,150,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Kwai Yu,Medium
10121,50,100,4,7-May-03,8284,Shipped,Motorcycles,150,S12_2823,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Large
10134,20,100,1,1-Jul-03,2711.2,Shipped,Motorcycles,150,S12_2823,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,Not Applicable,75508,France,EMEA,Daniel Da Cunha,Small
10145,49,100,5,25-Aug-03,8339.8,Shipped,Motorcycles,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA,Julie Young,Large
10159,38,100,13,10-Oct-03,6238.84,Shipped,Motorcycles,150,S12_2823,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Medium
10169,35,100,13,4-Nov-03,4639.25,Shipped,Motorcycles,150,S12_2823,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Medium
10180,40,100,8,11-Nov-03,6747.6,Shipped,Motorcycles,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,Not Applicable,59000,France,EMEA,Martine Rance,Medium
10189,28,100,1,18-Nov-03,4512.48,Shipped,Motorcycles,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA,Julie Young,Medium
10201,25,100,1,1-Dec-03,4029,Shipped,Motorcycles,150,S12_2823,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,N/A,USA,NA,Julie Murphy,Medium
10211,36,100,13,15-Jan-04,4771.8,Shipped,Motorcycles,150,S12_2823,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Medium
10224,43,100,6,21-Feb-04,6087.94,Shipped,Motorcycles,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,Not Applicable,59000,France,EMEA,Martine Rance,Medium
